Job Title,Company Name,Rating,Experience,Salary,Location,Skills
Software Developer,IBM,4.1,3-8 Yrs,Not disclosed,Pune,"css, golang, react.js, software engineering, agile"
Software Developer,IBM,4.1,5-8 Yrs,Not disclosed,Ahmedabad,"kubernetes, react.js, java, software development, javascript"
Software Developer,IBM,4.1,6-8 Yrs,Not disclosed,Ahmedabad,"sql, data structures, jira, python, microsoft azure"
Software Developer,IBM,4.1,5-8 Yrs,Not disclosed,Ahmedabad,"python, javascript, docker, java, machine learning algorithms"
Software Developer,IBM,4.1,4-6 Yrs,Not disclosed,Ahmedabad,"data structures, jira, microsoft azure, javascript, nosql"
Software Developer,IBM,4.1,2-7 Yrs,Not disclosed,Ahmedabad,"react.js, java, software development, microsoft azure, javascript"
Software Developer,IBM,4.1,6-11 Yrs,Not disclosed,Bengaluru,"windbg, git, shell scripting, software development, kafka"
Software Developer,Oracle,3.7,9-14 Yrs,Not disclosed,Bengaluru,"Oss Domain, Resilient, Java, SAN, NAS"
Software Developer,IBM,4.1,1-3 Yrs,Not disclosed,Ahmedabad,"algorithms, enterprise structure, software development, asynchronous, data structures"
Software Developer,IBM,4.1,8-13 Yrs,Not disclosed,Bengaluru,"microservices, java, j2ee, software engineering, rest"
Software Developer,IBM,4.1,1-2 Yrs,Not disclosed,Ahmedabad,"python, javascript, nist, java, jira"
Software Developer,Tech Mahindra,3.6,4-7 Yrs,Not disclosed,Chennai,"Java, Springboot, Spring Boot, Software, Boot"
Software Developer,IBM,4.1,3-8 Yrs,Not disclosed,Bengaluru,"algorithms, enterprise structure, docker, asynchronous, data structures"
Software Developer,Birlasoft,3.7,3-6 Yrs,Not disclosed,Hyderabad,"Training, deep learning, SAS, data science, Artificial Intelligence"
Software Developer,Raviva Infotech,,1-3 Yrs,Not disclosed,Mumbai,"Computer science, C++, Hibernate, Software design, GIT"
Software Developer,Siemens,4.1,5-8 Yrs,Not disclosed,Gurugram,"Supply chain, Backend, Front end, GIT, Machine learning"
Software Developer,Siemens,4.1,3-5 Yrs,Not disclosed,Gurugram,"Supply chain, Backend, Front end, GIT, Machine learning"
Software Developer (C++),Siemens,4.1,3-5 Yrs,Not disclosed,Bengaluru,"C++, Software design, Multithreading, Coding, Debugging"
Software Developer,Capgemini,3.8,3-5 Yrs,Not disclosed,Kolkata,"technical architecture, cloud, automation, information management, platform development"
software developer,IBM,4.1,2-5 Yrs,Not disclosed,Bengaluru,"ansible, jenkins, debugging, data structures, travis"
Software Developer,IBM,4.1,2-5 Yrs,Not disclosed,Ahmedabad,"rabbitmq, helm, docker, java, jenkins"
Software Developer,IBM,4.1,10-15 Yrs,Not disclosed,Bengaluru,"oracle, devops, jenkins, scrum, agile"
Software Developer,IBM,4.1,2-7 Yrs,Not disclosed,Kochi,"rest, continuous integration, python, cloud native, protocol buffers"
Software Developer,IBM,4.1,3-8 Yrs,Not disclosed,Bengaluru,"8d, javascript, docker, react.js, servlets"
Software Developer,IBM,4.1,2-7 Yrs,Not disclosed,Kochi,"rest, dbms, cloud native, grpc, docker"
Software Developer,IBM,4.1,3-5 Yrs,Not disclosed,Bengaluru,"soql, sql, salesforce, jenkins, shell scripting"
Software Developer,Tangar Infotech,2.2,3-8 Yrs,Not disclosed,Mumbai,"jQuery, Javascript, Healthcare, ASP.Net, HTML"
Software Developer,Secure Meters,4.1,4-7 Yrs,Not disclosed,Udaipur,"Oracle Apps, jQuery, PLSQL, JIRA, Development"
Software Developer,IBM,4.1,2-5 Yrs,Not disclosed,Kochi,"sql, devops, data structures, python, pandas"
Software Developer,Siemens,4.1,1-5 Yrs,Not disclosed,Bengaluru,"Analytical skills, Application design, Backend, Automation testing, Front end"
Software Developer,Siemens,4.1,1-5 Yrs,Not disclosed,Bengaluru,"Computer science, Business services, SAP, GIT, Application programming"
Software Developer,Akshaya Patra Foundation,4.7,3-8 Yrs,Not disclosed,Bengaluru,"Azure Resource Manager, Azure, full-stack, Full Stack, Node.js"
Software Developer,Larsen & Toubro (L&T),4.0,1-3 Yrs,Not disclosed,Vadodara,"object-oriented software development, Java Script, .Net Framework/ .Net Core/ ASP.Net MVC, ADO.Net/ Entity Framework and LINQ, Angular JS"
"Software Developer (C++, Multithreaded programming)",Siemens,4.1,1-5 Yrs,Not disclosed,Bengaluru,"Procurement, C++, Coding, Agile, Healthcare"
Software Developer - CT Algorithms,Siemens,4.1,10-12 Yrs,Not disclosed,Bengaluru,"C++, Medical devices, Medical imaging, Artificial Intelligence, Programming"
Software Developer,IBM,4.1,3-5 Yrs,Not disclosed,Bengaluru,"algorithms, docker, troubleshooting, debugging, data structures"
Software Developer,Tirupati Software Infotech Pvt Ltd,,2-4 Yrs,Not disclosed,Tirupati,"c++, css, hibernate, jquery, sql"
Software Developer - C#,Siemens,4.1,4-6 Yrs,Not disclosed,Bengaluru,"Software design, devops, OOPS, Conceptualization, Design development"
Software Developer,Secure Meters,4.1,4-7 Yrs,Not disclosed,Udaipur,"selenium testing, Software services, Selenium, Software testing, Development"
Software Developer,Siemens,4.1,3-5 Yrs,Not disclosed,Bengaluru,"Computer science, UI development, Coding, Agile, Healthcare"
Software Developer,IBM,4.1,9-14 Yrs,Not disclosed,Ahmedabad,"sql, react.js, java, javascript, angular"
Software developer,IBM,4.1,2-5 Yrs,Not disclosed,Ahmedabad,"java, devops, automation testing, jest, cypress"
Software Developer,IBM,4.1,4-8 Yrs,Not disclosed,Kochi,"docker, devops, data structures, python, agile"
Software Developer,IBM,4.1,4-6 Yrs,Not disclosed,Kochi,"docker, devops, data structures, python, agile"
Software Developer,Tata Elxsi,3.9,4-9 Yrs,Not disclosed,"Chennai, Bengaluru","Docsis, Openwrt, RDK-B, Networking Protocols, C"
Software Developer,Perfect Ergonomics,4.4,3-5 Yrs,Not disclosed,Delhi / NCR,"Struts, Java, Software Development, query optimization, Database Management"
Software Developer,IBM,4.1,8-12 Yrs,Not disclosed,Kochi,"docker, sql, data structures, python, aws"
Software Developer,Siemens,4.1,1-5 Yrs,Not disclosed,Bengaluru,"Business services, Product quality, jQuery, Front end, Version control"
Software Developer,IBM,4.1,2-5 Yrs,Not disclosed,Bengaluru,"python, machine learning, deep learning, agile, agile framework"
Software Developer,IBM,4.1,8-10 Yrs,Not disclosed,Kochi,"docker, python, microsoft azure, pandas, aws"
Software Developer,Siemens,4.1,2-7 Yrs,Not disclosed,Chennai,"Web services, RDBMS, Memory management, Consulting, Agile"
Software Developer - C++,Siemens,4.1,4-7 Yrs,Not disclosed,Bengaluru,"qml, C++, OOPS, Programming, Program"
Software Developer,Heresy Info Tech,,1-2 Yrs,Not disclosed,Hyderabad,"NoSQL, MVC architecture, Javascript, Deployment, HTML"
Software Developer - AP,Lighthouse,4.5,1-4 Yrs,Not disclosed,Bengaluru,"MS SQL, jQuery, Coding, Javascript, Agile"
Software Developer,Cyient,3.7,5-10 Yrs,Not disclosed,Hyderabad,"css, arcgis, esri, microsoft, sql"
Software Developer C#,Siemens,4.1,6-8 Yrs,Not disclosed,Bengaluru,"NUnit, Software design, UML, OOAD, Debugging"
"Software Developer- C#,WPF",Siemens,4.1,3-6 Yrs,Not disclosed,Bengaluru,"NUnit, Software design, UML, OOAD, Debugging"
Software Developer (C++),Siemens,4.1,2-5 Yrs,Not disclosed,Bengaluru,"Computer science, C++, Multithreading, Dicom, Coding"
Software Developer,Repucom,3.9,3-5 Yrs,Not disclosed,Bengaluru,"Unix, Linux, Social media, Application development, Informatica"
Software Developer (Angular latest version),Muthoot Microfin,4.4,5-8 Yrs,10-14 Lacs PA,"Kochi, Ernakulam(Padma Junction)","Net Mvc, Angular, Angular Framework, .NET, Angular Web Development"
Software Developer / Architect - C++ / CAD,Siemens,4.1,2-20 Yrs,Not disclosed,Kolkata,"PLM, Product management, Geometry, Simulation, Coding"
Software Developer,Urban Management Centre,2.5,2-4 Yrs,Not disclosed,Ahmedabad,"Version control, Prototype, GIT, Linux, Coding"
Software Developer,Accolite Software India Pvt Ltd,3.4,3-8 Yrs,Not disclosed,Bengaluru,"Automation, devops, Deployment, AWS, microservices"
Canonical OpenStack Software Developer,Accolite Software India Pvt Ltd,3.4,2-10 Yrs,Not disclosed,"Pune, Gurugram","Cloud computing, Interpersonal skills, Analytical, Configuration management, Shell scripting"
Software Developer - C#,Siemens,4.1,5-10 Yrs,Not disclosed,Bengaluru,"Object oriented design, C++, Automation, Coding, Software configuration management"
Software Developer,Siemens,4.1,2-7 Yrs,Not disclosed,Bengaluru,"Automation, Linux, Networking, Powershell, Shell scripting"
Software Developer,Siemens,4.1,3-5 Yrs,Not disclosed,Bengaluru,"Computer science, Neuro, C++, Dicom, C"
Software Developer,Siemens,4.1,3-5 Yrs,Not disclosed,Bengaluru,"C++, Coding, Software configuration management, Analytical, OOPS"
Software Developer,Secure Meters,4.1,4-7 Yrs,Not disclosed,Udaipur,"jQuery, ASP.Net MVC, SQL, Software, ASP.Net"
Software Developer,Siemens,4.1,4-6 Yrs,Not disclosed,Bengaluru,"Computer science, C++, Software design, C, devops"
Software Developer - PCS 7 Libraries,Siemens,4.1,2-5 Yrs,Not disclosed,Bengaluru,"Plant commissioning, Communication protocols, PLC, Consulting, Siemens"
Software Developer,Siemens,4.1,2-5 Yrs,Not disclosed,Bengaluru,"Bluetooth, Automation testing, GIT, XML, Consulting"
Software Developer,Siemens,4.1,3-5 Yrs,Not disclosed,Pune,"C++, Linux, Analytical, Consulting, Debugging"
Vehicle Interface Software Developer,Vimerse Infotech,2.7,5-10 Yrs,Not disclosed,Bengaluru,"C++, Software design, JTAG, Linux, Ethernet"
Software Developer,Siemens,4.1,1-5 Yrs,Not disclosed,Bengaluru,"C++, Medical imaging, Dicom, Managed services, C"
Software Developer,Siemens,4.1,1-5 Yrs,Not disclosed,Hyderabad,"Unix, Automation, Linux, Digital design, SOC"
Software developer,Siemens,4.1,1-3 Yrs,Not disclosed,Bengaluru,"Web application development, Web services, Agile development, Shaping, Design development"
Software Developer,Siemens,4.1,4-6 Yrs,Not disclosed,Bengaluru,"Software testing, C++, Automation, Medical devices, Software development"
Software Developer,Siemens,4.1,1-5 Yrs,Not disclosed,Bengaluru,"Software Developer, Software, Development, Software development"
High Level Software Developer,Hitachi Energy,4.2,2-6 Yrs,Not disclosed,Chennai,"LINQ, Configuration management, Debugging, Winforms, DNS"
software developers,Hyperdrive Infotech,1.1,1-4 Yrs,Not disclosed,Bengaluru,"ERP, Sales, Programming, Data structures, Application development"
Software Developer - Opportunity To Cash,Siemens,4.1,4-6 Yrs,Not disclosed,Bengaluru,"Business services, Consulting, Agile, Siemens, Pega"
Software Developer - C / C++ (Communication Protocols),Siemens,4.1,3-5 Yrs,Not disclosed,Bengaluru,"C++, Software design, Multithreading, Linux, Coding"
Software Developer / Programmer,Impressive Star Softwares,2.3,2-3 Yrs,Not disclosed,Jaipur,"SQL queries, Software design, Backend, C++, Analytical"
Software Developer,Microbi Infotech,,2-6 Yrs,Not disclosed,Bengaluru,"Performance tuning, MS SQL, Multithreading, Coding, Configuration management"
Software Developer (ICONO- C#),Siemens,4.1,3-6 Yrs,Not disclosed,Bengaluru,"Performance tuning, C++, Multithreading, OOPS, Data structures"
Software Developer,Siemens,4.1,2-4 Yrs,Not disclosed,Pune,"Analytical skills, C++, UML, Analytical, Consulting"
Software Developer,Secure Meters,4.1,4-7 Yrs,Not disclosed,Udaipur,"Application development framework, Database, Oracle ADF, Software, Framework"
Software Developer,Sykes & Ray Equities,4.1,1-6 Yrs,Not disclosed,Mumbai,"c++, css, hibernate, jquery, sql"
Software Developer,Adidas,4.0,4-8 Yrs,Not disclosed,Gurugram,"global operations, Digital media, Associate Operations, Supply chain management, MIS Associate"
Software Developer,Times Internet,3.6,2-4 Yrs,Not disclosed,Noida,"Hibernate, Core Java, RDBMS, JSP, Software configuration management"
Software Developer,Siemens,4.1,1-5 Yrs,Not disclosed,Bengaluru,"Medical imaging, Diagnostics, Memory management, Performance testing, Agile"
Software Developer,Siemens,4.1,5-8 Yrs,Not disclosed,Bengaluru,"MS SQL, Software design, jQuery, Javascript, Winforms"
Software Developer,Sarovar Infotech,,1-6 Yrs,Not disclosed,Bengaluru,"application, web, Web application, PHP, Application software"
Software Developer C++,Siemens,4.1,3-6 Yrs,Not disclosed,Bengaluru,"C++, Linux, Coding, Consulting, Siemens"
Software Developer,Backup Infotech,,4-9 Yrs,Not disclosed,Mohali,"IT services, Drupal, jQuery, GIT, PDF"
Software Developer (ICONO- C#),Siemens,4.1,2-5 Yrs,Not disclosed,Bengaluru,"Performance tuning, C++, Multithreading, Coding, Integration testing"
Software Developer (Spring),Siemens,4.1,3-5 Yrs,Not disclosed,Chennai,"Project development, Software development, OOAD, Analytical, Consulting"
Software Developer,Siemens,4.1,2-4 Yrs,Not disclosed,Pune,"Root cause analysis, Linux, Analytical, Consulting, Siemens"
Software Developer,Siemens,4.1,7-10 Yrs,Not disclosed,Bengaluru,"Product management, Training, Agile development, Consulting, Product life cycle management"
High Level Software Developer - IDC MACH SCM,Hitachi Energy,4.2,3-6 Yrs,Not disclosed,Chennai,"System testing, Software development, Consulting, Programming, System design"
Software Developer,Siemens,4.1,4-7 Yrs,Not disclosed,Bengaluru,"qml, C++, OOPS, Programming, Software"
Software Developer,Integreon,3.3,3-6 Yrs,Not disclosed,Mumbai,"Automation, IIS, jQuery, Coding, Javascript"
Software Developer,Siemens,4.1,2-8 Yrs,Not disclosed,Hyderabad,"Unix, Automation, Linux, Digital design, SOC"
Software Developer,Adidas,4.0,3-6 Yrs,Not disclosed,Gurugram,"global operations, Application support, Change management, Software design, Test scripts"
Software Developer,Hitachi Energy,4.2,2-6 Yrs,Not disclosed,Chennai,"Procurement, Software testing, Telecom, System testing, Coding"
Software Developer,Siemens,4.1,3-5 Yrs,Not disclosed,Pune,"Analytical skills, Testing tools, Consulting, Debugging, Siemens"
Software Developer,S. S. Rana & Co.,2.8,2-3 Yrs,Not disclosed,New Delhi,"MS SQL, IIS, jQuery, Database design, Javascript"
Software Developer TA,Siemens,4.1,4-6 Yrs,Not disclosed,Mumbai,"MS SQL, Programming, Software Architect, ActiveX, Visual Studio"
Software Developer,Siemens,4.1,2-5 Yrs,Not disclosed,Bengaluru,"orchestration, RDBMS, Data modeling, Configuration management, Postgresql"
"Software Developer - C#,Oops",Siemens,4.1,3-5 Yrs,Not disclosed,Bengaluru,"C++, Coding, Analytical, Debugging, Agile"
Software Developer,Urban Management Centre,2.5,5-10 Yrs,Not disclosed,Ahmedabad,"SQL queries, Version control, GIT, Linux, Coding"
Canonical OpenStack Software Developer,Accolite Software India Pvt Ltd,3.4,3-6 Yrs,Not disclosed,"Pune, Gurugram","Cloud computing, Interpersonal skills, Analytical, Configuration management, Shell scripting"
Software Developer C++,Siemens,4.1,5-8 Yrs,Not disclosed,Bengaluru,"NUnit, C++, Coding, TDD, Consulting"
C# Software Developer,Siemens,4.1,3-5 Yrs,Not disclosed,Bengaluru,"Software design, Coding, OOAD, Analytical, Debugging"
SOFTWARE DEVELOPER ( ReactJS ),Convergent Infotech,,2-4 Yrs,Not disclosed,Bengaluru,"CSS, html5, Intellectual property, Web development, Cloud"
Software Developer,Peddle Plus,,2-3 Yrs,Not disclosed,Remote,"IT services, Health insurance, MS SQL, Windows communication foundation, Consulting"
"Software Developer (C#, WPF/Angular)",Siemens,4.1,2-6 Yrs,Not disclosed,Bengaluru,"Application design, NUnit, C, Consulting, System integration"
Software Developer,Siemens,4.1,3-5 Yrs,Not disclosed,Pune,"Mechatronics, Web technologies, TDD, Debugging, Instrumentation"
Software Developer,Quality Zone Infotech,4.8,,Unpaid,Noida,
Software Developer,Siemens,4.1,4-6 Yrs,Not disclosed,Bengaluru,"Object oriented design, Analytical skills, Dicom, Coding, Debugging"
Software Developer,Siemens,4.1,3-6 Yrs,Not disclosed,Bengaluru,"C++, Automation testing, Multithreading, Dicom, OOPS"
Software Developer,Siemens,4.1,2-5 Yrs,Not disclosed,Bengaluru,"Computer science, Basic, C++, Automation testing, Dicom"
Software Developer,Siemens,4.1,1-4 Yrs,Not disclosed,Bengaluru,"Web application development, Backend, Test management tool, Django, Test execution"
Software Developer,Siemens,4.1,5-8 Yrs,Not disclosed,Bengaluru,"Analytical skills, CSS, Architecture, html5, Web development"
Software Developers & Testing Engineer - TOP MNC,Isoftway Innovations,,0-5 Yrs,2.75-7.75 Lacs PA,"Hyderabad, Chennai, Bengaluru","Software Development, Software Testing, Test Engineering, Top, Development"
Junior Software Developer,Ascentz Technologies,,,1.25-1.5 Lacs PA,,"Software Development, Mean Stack, Fullstack Development, Python Development, Mobile Application Development"
Software developer (Ludus) -Digital Welfare,EG A/s,4.9,2-5 Yrs,Not disclosed,Mangaluru,"spring, css, postgresql, html, javascript"
Software Developer For AI & Automation,Hempel A/S,4.2,2-6 Yrs,Not disclosed,Mumbai,"azure cli, application insights, typescript, log analytics, powershellazure machine learning"
Software Developer,Intelliswift Software,,5-8 Yrs,Not disclosed,Remote,"Typescript, Javascript, Node.Js, React.Js, Java"
Software Developer (SENSUM)EG Digital Welfare.,EG A/s,4.9,2-5 Yrs,Not disclosed,Mangaluru,"spring, angular, mysql, typescript, hibernate"
SOFTWARE DEVELOPER/ENGINEER[UI/UX DEVELOPER],Myospaz Software Technologies,5.0,0-3 Yrs,Not disclosed,Pune,"jQuery, VB.NET, OOPS, Javascript, ASP.Net"
